Date	Year	Month	SWE_Inches	SWE_Code	Snow_Depth_Inches	Snow_Depth_Code
2017-10-26	2017	10	0	r		_
2017-10-27	2017	10	0	r		_
2017-10-28	2017	10	0	r		_
2017-10-29	2017	10	0	r		_
2017-10-30	2017	10	0	r		_
2017-10-31	2017	10	0	r		_
2017-11-01	2017	11	0	r		_
2017-11-02	2017	11	0	r		_
2017-11-03	2017	11	0	r		_
2017-11-04	2017	11	0	r		_
2017-11-05	2017	11	0	r		_
2017-11-06	2017	11	0	r		_
2017-11-07	2017	11	0	r		_
2017-11-08	2017	11	0	r		_
2017-11-09	2017	11	0	r		_
2017-11-10	2017	11	0	r		_
2017-11-11	2017	11	0	r		_
2017-11-12	2017	11	0	r		_
2017-11-13	2017	11	0	r		_
2017-11-14	2017	11	0	r		_
2017-11-15	2017	11	0	r		_
2017-11-16	2017	11	0	r		_
2017-11-17	2017	11	0	r		_
2017-11-18	2017	11	0	r		_
2017-11-19	2017	11	0	r		_
2017-11-20	2017	11	0	r		_
2017-11-21	2017	11	0	r		_
2017-11-22	2017	11	0	r		_
2017-11-23	2017	11	0	r		_
2017-11-24	2017	11	0	r		_
2017-11-25	2017	11	0	r		_
2017-11-26	2017	11	0	r		_
2017-11-27	2017	11	0	r		_
2017-11-28	2017	11	0	r		_
2017-11-29	2017	11	0	r		_
2017-11-30	2017	11	0	r		_
2017-12-01	2017	12	0	r	4	_
2017-12-02	2017	12	0	r	4	_
2017-12-03	2017	12	0	r	4	_
2017-12-04	2017	12	0	r	5	_
2017-12-05	2017	12	0	r	5	_
2017-12-06	2017	12	0	r	4	_
2017-12-07	2017	12		r	5	_
2017-12-08	2017	12		r	5	_
2017-12-09	2017	12		r	4	_
2017-12-10	2017	12		r	4	_
2017-12-11	2017	12		r	4	_
2017-12-12	2017	12		r	4	_
2017-12-13	2017	12		r	4	_
2017-12-14	2017	12		r	4	_
2017-12-15	2017	12		r	4	_
2017-12-16	2017	12		r	5	_
2017-12-17	2017	12		r	5	_
2017-12-18	2017	12		r	4	_
2017-12-19	2017	12		r	4	_
2017-12-20	2017	12		r	4	_
2017-12-21	2017	12		r	5	_
2017-12-22	2017	12		r	4	_
2017-12-23	2017	12		r	4	_
2017-12-24	2017	12		r	4	_
2017-12-25	2017	12		r	4	_
2017-12-26	2017	12		r	5	_
2017-12-27	2017	12		r	4	_
2017-12-28	2017	12		r	4	_
2017-12-29	2017	12		r	4	_
2017-12-30	2017	12		r	4	_
2017-12-31	2017	12		r	4	_
